"epoch_mjd","a","e","i","om","w","ma"
60400,5.285,0.0766,19.83,50.41,160.17,148.27
60400,5.185,0.1645,17.39,112.52,22.62,333.68
60400,5.169,0.1260,9.68,212.50,178.29,323.08
60400,5.104,0.0753,17.49,4.93,319.14,31.99
60400,5.278,0.0530,14.93,22.05,19.48,306.44
60400,5.211,0.0984,19.63,45.18,267.18,30.12
60400,5.209,0.1258,21.24,118.20,273.63,72.47
60400,5.153,0.0380,27.43,93.25,198.27,45.16
60400,5.139,0.0390,20.33,198.92,90.96,48.40
60400,5.3,0.0806,3.53,138.40,130.80,49.83
60400,5.139,0.0564,8.90,40.31,50.22,14.43
60400,5.178,0.0784,17.59,158.72,341.88,334.90
60400,5.162,0.0752,13.04,354.16,359.40,121.93
60400,5.234,0.0362,20.02,345.71,183.23,292.35
60400,5.192,0.0793,16.04,32.94,25.06,55.97
60400,5.14,0.0364,4.03,75.79,9.41,14.87
60400,5.091,0.0434,9.91,43.21,0.49,67.78
60400,5.204,0.0922,18.91,91.53,17.98,346.53
60400,5.175,0.0252,6.10,124.04,39.99,307.65
60400,5.185,0.0912,19.72,317.12,10.52,140.42
60400,5.135,0.0414,11.04,119.89,298.90,44.27
60400,5.233,0.0646,18.02,131.36,321.09,10.51
60400,5.177,0.0667,8.93,222.86,268.29,331.04
60400,5.189,0.0502,11.74,72.40,27.16,1.78
60400,5.311,0.1007,31.15,75.47,7.92,21.79
60400,5.175,0.0783,6.22,166.56,251.37,271.32
60400,5.157,0.0219,26.28,316.12,348.26,33.36
60400,5.274,0.0439,10.38,76.48,223.95,54.91
60400,5.084,0.0636,5.76,133.61,291.59,60.04
60400,5.251,0.0778,20.75,250.94,255.73,330.00
60400,5.128,0.0121,13.71,171.20,111.82,208.70
60400,5.163,0.1034,29.66,321.79,129.00,20.70
60400,5.152,0.0404,21.52,7.50,91.51,19.69
60400,5.183,0.0538,20.35,346.23,167.51,321.41
60400,5.211,0.0075,25.45,30.34,300.91,22.00
60400,5.22,0.1453,9.38,211.90,160.77,314.69
60400,5.233,0.1253,10.11,179.25,172.36,110.99
60400,5.224,0.0806,9.56,3.61,79.84,21.25
60400,5.161,0.1865,4.52,96.41,244.87,149.77
60400,5.168,0.0259,8.89,173.84,334.69,341.00
60400,5.177,0.0666,4.35,52.30,305.85,112.99
60400,5.243,0.0252,15.47,0.86,242.07,230.70
60400,5.265,0.0109,0.45,264.24,206.38,356.60
60400,5.254,0.0857,9.53,160.07,255.26,51.01
60400,5.192,0.0766,28.56,233.53,193.83,33.80
60400,5.17,0.1867,8.75,60.02,25.86,31.01
60400,5.215,0.0350,1.81,147.70,268.02,41.42
60400,5.227,0.1215,14.82,160.44,124.18,70.94
60400,5.139,0.1064,7.20,300.85,171.20,0.02
60400,5.125,0.1074,5.77,241.94,204.11,12.01
60400,5.237,0.0861,15.81,24.55,61.74,9.83
60400,5.221,0.0482,8.88,324.65,115.97,13.49
60400,5.143,0.0640,6.48,22.03,66.39,29.05
60400,5.259,0.1212,16.87,72.48,37.31,351.37
60400,5.16,0.0515,11.60,44.26,64.45,17.14
60400,5.205,0.0885,14.54,34.44,40.31,26.68
60400,5.167,0.0361,9.95,110.94,5.39,345.16
60400,5.157,0.0631,18.24,80.31,18.76,30.72
60400,5.252,0.0319,13.87,112.57,5.99,10.55
60400,5.267,0.1106,11.64,100.31,350.44,10.47
60400,5.228,0.0137,14.08,270.66,300.34,254.74
60400,5.185,0.1285,8.36,107.43,356.63,5.09
60400,5.273,0.0267,17.18,134.45,347.01,356.25
60400,5.175,0.1626,3.97,270.39,142.06,62.23
60400,5.209,0.0421,12.81,86.61,282.00,107.69
60400,5.177,0.1568,14.09,149.45,263.10,58.29
60400,5.174,0.0770,14.01,147.54,253.90,71.73
60400,5.194,0.1620,7.17,30.38,97.47,345.71
60400,5.253,0.0720,18.18,207.19,207.54,64.24
60400,5.178,0.0756,5.42,238.50,232.29,357.37
60400,5.234,0.0857,18.00,84.33,23.87,6.01
60400,5.252,0.0801,6.01,27.62,40.28,32.37
60400,5.177,0.0648,12.05,310.35,125.85,24.66
60400,5.201,0.0502,9.00,228.83,258.33,359.72
60400,5.179,0.0819,6.49,330.67,128.22,31.56
60400,5.278,0.0703,4.64,79.24,0.78,25.81
60400,5.112,0.0428,5.22,47.90,8.98,80.94
60400,5.268,0.0531,1.95,325.84,165.84,330.26
60400,5.256,0.0464,10.01,27.96,97.84,351.89
60400,5.267,0.1412,9.39,82.74,50.66,339.07
60400,5.202,0.0369,14.42,152.90,237.72,69.89
60400,5.116,0.0627,9.73,180.47,283.55,19.33
60400,5.17,0.0571,18.15,354.62,261.52,218.96
60400,5.193,0.0886,5.76,143.54,278.62,76.92
60400,5.264,0.0891,13.05,71.61,220.78,50.85
60400,5.242,0.0906,2.35,156.60,278.94,45.42
60400,5.165,0.0522,6.88,136.60,170.87,153.54
60400,5.214,0.0096,6.52,203.88,142.95,140.03
60400,5.205,0.0666,14.98,22.14,95.52,10.35
60400,5.179,0.0312,15.49,28.88,33.47,69.25
60400,5.172,0.0979,6.73,344.88,80.66,63.23
60400,5.167,0.0831,14.98,27.22,125.87,315.26
60400,5.186,0.1044,8.05,39.40,351.95,79.35
60400,5.291,0.0732,0.50,165.34,245.69,47.77
60400,5.193,0.2193,6.30,309.11,130.60,26.95
60400,5.247,0.1530,10.77,74.72,35.81,6.21
60400,5.15,0.1318,16.33,75.13,39.54,341.95
60400,5.162,0.0587,33.17,183.28,286.67,0.59
60400,5.315,0.0868,2.88,239.17,201.56,18.93
60400,5.226,0.0827,9.70,294.27,106.02,66.94
60400,5.23,0.0787,9.97,92.72,313.78,82.60
60400,5.177,0.0809,8.03,95.87,327.39,60.70
60400,5.162,0.0275,6.76,102.79,340.49,69.10
60400,5.125,0.0623,25.92,104.97,343.75,35.48
60400,5.203,0.0444,1.72,119.89,329.19,62.51
60400,5.324,0.0710,1.51,128.35,315.96,44.79
60400,5.307,0.0814,5.65,68.40,14.65,55.01
60400,5.196,0.0370,6.51,282.41,135.45,41.33
60400,5.175,0.0031,7.25,32.12,66.22,6.74
60400,5.164,0.0340,11.44,251.57,194.47,39.56
60400,5.182,0.0570,13.98,120.12,185.34,184.54
60400,5.217,0.0931,14.31,329.25,179.56,326.44
60400,5.257,0.0556,6.61,81.63,320.15,69.76
60400,5.192,0.0327,6.58,93.17,322.12,71.99
60400,5.207,0.0321,24.18,9.49,255.01,200.33
60400,5.351,0.0376,6.47,10.66,7.24,85.80
60400,5.164,0.1590,7.10,236.31,214.38,16.95
60400,5.239,0.0542,13.67,7.44,122.16,1.01
60400,5.146,0.0471,6.14,115.39,41.81,192.76
60400,5.228,0.0440,29.04,187.95,339.90,330.05
60400,5.249,0.1111,8.15,18.07,30.79,44.03
60400,5.128,0.0279,17.52,178.54,132.97,156.18
60400,5.247,0.1123,6.44,165.28,188.17,117.36
60400,5.288,0.0594,6.47,223.22,259.18,353.00
60400,5.146,0.0050,8.36,124.88,100.00,234.28
60400,5.105,0.1145,1.30,328.26,98.38,48.26
60400,5.183,0.0890,13.46,185.89,214.53,100.78
60400,5.242,0.1906,7.30,91.94,271.49,347.24
60400,5.155,0.1159,11.52,173.60,72.28,213.89
60400,5.105,0.0690,3.24,218.29,100.28,36.38
60400,5.16,0.0717,9.68,27.05,299.09,43.76
60400,5.27,0.0849,7.58,153.76,155.39,19.47
60400,5.116,0.0684,6.02,291.11,16.62,52.69
60400,5.273,0.0915,20.10,19.44,4.21,329.22
60400,5.259,0.0291,13.24,185.61,107.05,46.59
60400,5.204,0.1424,14.01,259.36,99.55,352.07
60400,5.228,0.1154,6.45,254.59,6.44,94.65
60400,5.285,0.0567,16.91,110.47,278.21,321.12
60400,5.099,0.0150,7.54,100.45,272.99,312.77
60400,5.134,0.0213,15.57,225.96,156.03,321.60
60400,5.187,0.1083,31.80,47.21,291.91,25.91
60400,5.168,0.0446,15.75,162.57,40.81,275.20
60400,5.291,0.0128,27.22,208.21,53.59,110.29
60400,5.153,0.0313,31.37,95.85,287.63,345.77
60400,5.133,0.0854,7.08,152.93,146.49,12.92
60400,5.184,0.0918,25.63,96.73,304.49,293.30
60400,5.205,0.0673,29.08,228.01,103.58,356.43
60400,5.157,0.0675,7.09,325.67,237.42,145.98
60400,5.131,0.0670,2.76,88.07,263.40,335.97
60400,5.179,0.0479,4.38,314.10,40.80,359.22
60400,5.216,0.1500,13.93,292.86,126.74,285.36
60400,5.127,0.0303,8.99,246.51,56.46,44.20
60400,5.165,0.1428,7.64,239.58,131.66,345.46
60400,5.143,0.0657,7.70,307.74,285.90,119.76
60400,5.186,0.0547,17.30,328.07,22.97,346.65
60400,5.095,0.0709,2.96,138.38,249.24,312.89
60400,5.154,0.1088,9.89,269.47,59.41,29.99
60400,5.187,0.0714,9.02,246.19,56.53,39.53
60400,5.181,0.1181,9.48,262.36,29.71,61.66
60400,5.161,0.0547,7.10,274.30,33.32,22.48
60400,5.201,0.0616,5.17,129.95,148.21,60.45
60400,5.274,0.0993,14.17,87.04,5.78,265.63
60400,5.214,0.0564,30.22,18.39,258.06,60.42
60400,5.145,0.0516,33.69,302.41,125.40,31.81
60400,5.314,0.0696,1.85,153.12,202.61,96.09
60400,5.161,0.0861,32.63,8.64,299.32,26.46
60400,5.196,0.0925,13.02,270.70,158.94,264.68
60400,5.102,0.1094,17.58,15.32,278.06,32.67
60400,5.183,0.0570,18.55,288.11,302.03,93.33
60400,5.215,0.0215,25.65,348.41,308.30,30.30
60400,5.144,0.0695,9.66,30.32,319.90,359.63
60400,5.226,0.0784,12.33,19.78,121.37,207.60
60400,5.205,0.0879,11.73,154.58,268.28,290.82
60400,5.221,0.0644,3.61,238.03,159.61,300.72
60400,5.174,0.0876,19.60,81.15,233.12,31.52
60400,5.245,0.0656,9.40,123.28,101.97,120.06
60400,5.156,0.0709,21.48,54.36,221.53,61.97
60400,5.205,0.0448,11.95,60.55,26.96,52.38
60400,5.287,0.0247,12.81,98.47,202.24,31.97
60400,5.15,0.0944,26.37,148.54,130.42,67.36
60400,5.19,0.0920,30.58,342.68,348.81,36.33
60400,5.055,0.0110,18.28,104.21,304.70,55.00
60400,5.217,0.1188,19.85,290.03,213.82,333.66
60400,5.126,0.0644,7.36,11.61,11.68,99.17
60400,5.291,0.0323,11.02,303.62,115.31,59.32
60400,5.171,0.1006,5.46,256.96,102.05,358.28
60400,5.168,0.0882,2.89,101.32,243.24,13.43
60400,5.083,0.0735,5.35,147.28,156.32,49.38
60400,5.193,0.1381,11.81,183.89,198.50,334.80
60400,5.274,0.0505,11.24,198.13,135.62,349.59
60400,5.165,0.0646,9.79,217.86,135.81,9.86
60400,5.176,0.1122,18.00,261.38,67.20,13.07
60400,5.176,0.1053,20.26,261.10,48.27,53.98
60400,5.303,0.0049,4.12,25.39,266.33,63.77
60400,5.184,0.0729,11.41,325.42,265.73,117.70
60400,5.255,0.0905,16.75,234.97,53.66,64.98
60400,5.24,0.1097,3.56,259.28,53.96,40.49
60400,5.25,0.1115,25.21,290.74,23.84,35.68
60400,5.183,0.0445,17.73,118.51,211.27,25.15
60400,5.235,0.0533,16.46,97.68,258.96,6.47
60400,5.147,0.0935,17.44,131.55,214.13,9.55
60400,5.295,0.0795,32.78,120.78,179.67,60.99
60400,5.271,0.1393,28.14,64.53,287.95,342.26
60400,5.141,0.0816,11.16,274.18,202.69,354.43
60400,5.181,0.0362,11.86,268.57,264.51,299.08
60400,5.195,0.1146,12.89,9.33,40.73,46.87
60400,5.107,0.0473,26.57,105.88,179.42,69.04
60400,5.129,0.0314,17.35,15.66,20.28,294.20
60400,5.249,0.0455,28.70,110.46,168.12,49.51
60400,5.192,0.0377,10.95,237.50,311.97,151.74
60400,5.138,0.1811,16.22,77.89,262.56,9.27
60400,5.183,0.0341,7.86,126.71,109.60,117.27
60400,5.193,0.0931,18.01,149.61,326.70,223.54
60400,5.252,0.0449,9.48,101.57,189.15,63.18
60400,5.14,0.0450,29.58,313.14,55.34,107.69
60400,5.129,0.0340,25.73,43.10,322.55,106.64
60400,5.192,0.0848,12.07,148.77,165.16,161.15
60400,5.22,0.0760,7.66,286.19,16.46,171.78
60400,5.319,0.0616,20.40,43.06,84.26,341.39
60400,5.235,0.0385,11.82,354.72,212.67,136.28
60400,5.232,0.0993,7.39,212.06,284.41,212.24
60400,5.16,0.1410,20.97,227.36,106.75,20.53
60400,5.231,0.0310,9.34,254.52,189.93,270.08
60400,5.282,0.0379,2.53,186.79,260.69,15.11
60400,5.137,0.0241,13.40,61.72,211.49,76.31
60400,5.269,0.0840,15.20,183.03,150.46,9.31
60400,5.199,0.0367,14.42,234.03,257.31,208.07
60400,5.238,0.0353,13.24,76.19,322.86,306.47
60400,5.247,0.0546,17.59,21.05,272.61,34.38
60400,5.308,0.0752,9.17,73.22,23.54,7.10
60400,5.209,0.0705,11.97,118.18,186.42,53.49
60400,5.102,0.0540,12.59,104.10,233.46,21.47
60400,5.231,0.0253,16.59,126.42,315.19,275.44
60400,5.248,0.0713,1.99,194.25,225.08,46.40
60400,5.169,0.0407,4.35,200.99,257.89,23.44
60400,5.243,0.0390,14.88,19.33,127.94,335.85
60400,5.266,0.0388,4.62,188.79,241.78,60.63
60400,5.171,0.0433,17.36,90.85,340.60,263.53
60400,5.185,0.1377,7.96,266.89,99.87,336.37
60400,5.224,0.1162,3.59,41.26,26.83,50.56
60400,5.167,0.1082,1.91,184.49,131.89,17.83
60400,5.186,0.0684,10.70,171.82,259.86,54.13
60400,5.219,0.0468,5.09,175.14,13.79,282.61
60400,5.143,0.0367,3.68,9.67,149.01,316.01
60400,5.257,0.0676,2.62,205.45,181.32,75.51
60400,5.225,0.0347,8.36,140.78,192.25,146.38
60400,5.188,0.0273,7.01,51.39,341.50,87.25
60400,5.255,0.0990,16.41,119.57,134.67,80.23
60400,5.146,0.1229,24.22,226.13,221.15,24.29
60400,5.237,0.0883,0.81,214.92,320.54,303.62
60400,5.078,0.0350,2.28,91.40,36.89,354.97
60400,5.296,0.0779,3.38,123.35,327.91,20.21
60400,5.137,0.0216,10.32,128.90,300.19,22.67
60400,5.205,0.0602,10.36,299.59,162.88,354.18
60400,5.284,0.0713,15.12,248.10,71.47,155.40
60400,5.132,0.0600,1.96,112.45,354.13,40.27
60400,5.248,0.1279,4.29,119.06,299.53,55.21
60400,5.273,0.0427,8.55,313.94,116.42,68.42
60400,5.282,0.0341,6.69,174.07,273.90,58.69
60400,5.26,0.0969,12.24,354.43,33.19,314.81
60400,5.158,0.0637,6.24,245.64,116.77,354.27
60400,5.183,0.1808,16.14,278.55,65.30,4.46
60400,5.236,0.0594,4.62,185.23,131.95,23.01
60400,5.23,0.0767,31.21,214.37,351.62,143.71
60400,5.237,0.0583,19.11,246.62,39.16,75.57
60400,5.253,0.0408,8.94,71.36,349.72,299.30
60400,5.079,0.0128,5.33,249.04,193.57,24.68
60400,5.08,0.0152,2.81,315.23,182.78,355.20
60400,5.116,0.0999,10.78,101.02,24.22,356.72
60400,5.212,0.0473,18.93,325.55,172.68,332.70
60400,5.139,0.0802,1.99,99.97,339.53,44.09
60400,5.091,0.0495,4.27,136.99,350.31,348.64
60400,5.179,0.0812,12.93,143.05,270.76,54.19
60400,5.349,0.0599,6.69,129.76,15.84,315.55
60400,5.23,0.0702,14.80,330.20,245.91,258.23
60400,5.203,0.0679,6.23,297.13,186.15,348.19
60400,5.255,0.0493,25.77,128.94,32.28,307.14
60400,5.207,0.0638,12.80,131.75,303.04,38.14
60400,5.176,0.0338,2.23,8.03,178.04,297.54
60400,5.215,0.1239,8.10,92.20,26.86,357.69
60400,5.146,0.0793,7.41,155.91,257.83,65.23
60400,5.175,0.0418,9.73,81.90,354.42,27.81
60400,5.221,0.1252,9.41,356.38,258.91,223.64
60400,5.223,0.1293,12.57,165.15,342.67,328.95
60400,5.17,0.1026,1.95,223.83,230.29,24.12
60400,5.257,0.1585,3.42,134.60,307.45,28.82
60400,5.309,0.1039,6.40,173.88,222.68,81.34
60400,5.222,0.0784,17.28,235.21,201.72,59.39
60400,5.291,0.0642,6.55,111.87,87.48,273.44
60400,5.173,0.0674,7.95,65.09,57.43,9.60
60400,5.222,0.0593,13.41,143.10,273.33,59.61
60400,5.122,0.0370,32.80,117.47,317.75,42.94
60400,5.149,0.0803,9.68,159.26,2.78,180.46
60400,5.177,0.1284,20.25,45.17,221.07,85.99
60400,5.214,0.0365,7.16,47.21,179.04,132.49
60400,5.194,0.0962,12.88,134.71,199.65,30.67
60400,5.198,0.0756,12.64,79.49,257.32,35.44
60400,5.15,0.0123,20.28,145.45,178.90,152.43
60400,5.148,0.0651,24.89,110.55,221.53,155.19
60400,5.125,0.0309,12.66,148.49,284.94,29.83
60400,5.221,0.0197,14.50,280.45,277.03,268.62
60400,5.203,0.0895,1.76,105.92,58.91,306.87
60400,5.185,0.0730,7.47,187.50,285.61,339.71
60400,5.181,0.0561,3.46,62.38,95.94,308.25
60400,5.15,0.0859,2.29,334.39,87.54,45.78
60400,5.145,0.0148,17.10,75.55,127.05,280.35
60400,5.2,0.1335,8.09,169.72,328.91,325.93
60400,5.143,0.0837,4.91,24.28,61.75,34.42
60400,5.129,0.0902,17.59,79.56,8.07,29.03
60400,5.16,0.0551,16.55,27.36,148.17,305.51
60400,5.186,0.0302,0.11,350.79,76.76,57.72
60400,5.053,0.0629,7.06,274.18,120.76,73.14
60400,5.312,0.0164,3.64,179.69,315.36,330.47
60400,5.251,0.0727,6.96,32.21,102.60,333.59
60400,5.253,0.0428,15.86,179.19,23.12,280.48
60400,5.287,0.0815,6.96,204.09,208.18,54.69
60400,5.289,0.0273,6.36,193.64,304.21,333.41
60400,5.096,0.0708,16.68,174.77,237.10,84.25
60400,5.119,0.0386,7.27,188.29,235.18,70.75
60400,5.278,0.0387,5.91,37.43,318.63,129.27
60400,5.277,0.0855,8.22,67.34,105.80,298.50
60400,5.289,0.0676,1.70,211.86,190.62,60.23
60400,5.24,0.0202,15.63,207.98,173.76,85.35
60400,5.219,0.1504,4.02,151.03,298.80,37.07
60400,5.169,0.0529,18.51,206.45,265.55,3.58
60400,5.162,0.0654,23.13,61.85,21.93,54.89
60400,5.215,0.0902,8.11,51.35,47.47,16.30
60400,5.201,0.0295,8.04,275.60,308.86,101.28
60400,5.163,0.0162,4.82,233.11,220.77,25.88
60400,5.064,0.0256,31.70,212.01,158.43,98.44
60400,5.214,0.1339,11.77,272.58,148.49,287.76
60400,5.215,0.0818,5.06,48.85,26.61,22.39
60400,5.203,0.0256,30.07,123.39,86.46,112.43
60400,5.282,0.0136,22.73,116.31,120.13,99.40
60400,5.197,0.1074,13.06,25.81,131.20,318.85
60400,5.222,0.0332,11.31,201.94,63.95,211.84
60400,5.28,0.0413,6.45,82.67,75.81,319.55
60400,5.285,0.0736,30.30,109.07,216.73,40.51
60400,5.16,0.1849,12.04,187.28,205.70,74.75
60400,5.249,0.0483,4.42,240.55,31.91,78.26
60400,5.29,0.0544,17.63,3.08,55.90,291.57
60400,5.175,0.0622,22.50,171.75,344.92,190.96
60400,5.125,0.0636,9.59,152.16,169.43,3.87
60400,5.169,0.0819,14.22,336.71,72.24,296.41
60400,5.184,0.1084,14.79,301.73,78.09,312.28
60400,5.288,0.1054,16.31,351.37,334.43,16.52
60400,5.21,0.0944,18.38,154.06,236.57,335.72
60400,5.214,0.1148,8.20,321.71,75.18,326.40
60400,5.22,0.0294,23.46,305.38,333.56,73.82
60400,5.178,0.0644,25.08,291.09,129.37,292.25
60400,5.178,0.0354,12.74,12.69,339.92,3.26
60400,5.302,0.0494,6.61,160.11,168.33,44.22
60400,5.248,0.1001,23.74,300.39,23.19,29.50
60400,5.202,0.0920,20.74,296.13,61.05,352.86
60400,5.194,0.1121,18.92,278.43,91.22,358.77
60400,5.234,0.0763,3.67,5.63,19.30,334.96
60400,5.261,0.0941,22.99,61.35,257.11,24.88
60400,5.163,0.0304,28.76,38.53,300.01,5.88
60400,5.07,0.0628,3.28,77.66,238.79,24.58
60400,5.166,0.1616,14.22,31.97,27.78,303.53
60400,5.116,0.0640,26.49,273.30,81.96,354.36
60400,5.248,0.0566,6.99,18.77,30.52,308.20
60400,5.156,0.0222,8.59,59.52,292.14,350.72
60400,5.267,0.0670,3.51,246.97,102.52,325.90
60400,5.302,0.0261,19.77,78.01,238.13,38.54
60400,5.254,0.0866,6.38,11.15,287.83,54.19
60400,5.189,0.0301,12.00,164.95,175.60,119.06
60400,5.202,0.1481,29.40,312.47,346.65,53.83
60400,5.048,0.0499,3.71,236.86,138.42,102.91
60400,5.146,0.0247,17.34,105.03,265.80,94.95
60400,5.235,0.0846,5.38,108.44,232.58,124.63
60400,5.168,0.0552,36.53,156.62,330.47,237.28
60400,5.176,0.0379,10.94,113.91,133.36,219.47
60400,5.088,0.0794,9.66,148.46,251.50,73.37
60400,5.165,0.0778,4.44,89.16,241.89,132.24
60400,5.197,0.0743,8.52,84.35,315.66,68.92
60400,5.194,0.1006,9.57,244.19,128.24,94.50
60400,5.283,0.0256,7.03,60.55,25.21,12.49
60400,5.195,0.1275,55.43,172.98,221.47,73.27
60400,5.368,0.0401,5.68,109.88,317.63,39.27
60400,5.222,0.0681,14.84,279.44,75.91,339.09
60400,5.176,0.0780,22.79,190.90,230.37,20.17
60400,5.175,0.0523,5.62,123.69,237.91,112.54
60400,5.261,0.0613,3.84,236.64,181.36,48.76
60400,5.156,0.0626,32.10,227.33,146.63,82.62
60400,5.186,0.0891,26.47,237.85,205.88,33.44
60400,5.186,0.1285,11.31,86.91,326.03,65.96
60400,5.103,0.0629,11.52,276.01,141.56,59.04
60400,5.21,0.0686,35.11,135.04,302.57,32.17
60400,5.181,0.0659,9.84,249.77,181.36,50.87
60400,5.192,0.0142,8.81,97.65,92.27,263.37
60400,5.251,0.0379,11.46,188.12,292.88,338.44
60400,5.223,0.0287,5.19,317.77,282.19,238.03
60400,5.266,0.1165,8.80,124.87,310.31,33.99
60400,5.113,0.0453,4.10,214.53,233.46,259.09
60400,5.226,0.0506,14.33,74.42,202.65,198.97
60400,5.071,0.0157,2.38,86.38,8.64,1.02
60400,5.146,0.0467,14.44,203.33,246.30,8.85
60400,5.19,0.0889,19.01,5.94,236.69,232.68
60400,5.163,0.0557,4.15,59.11,69.28,338.51
60400,5.21,0.0436,10.56,154.10,196.02,120.96
60400,5.157,0.0373,10.76,168.18,313.78,346.67
60400,5.251,0.0431,3.58,291.18,279.67,256.79
60400,5.126,0.0492,1.75,72.60,304.37,99.17
60400,5.209,0.0644,10.46,224.54,209.68,28.95
60400,5.114,0.0316,0.47,191.68,246.14,25.71
60400,5.238,0.0840,1.63,175.89,246.02,43.18
60400,5.131,0.0324,7.63,37.94,86.29,359.05
60400,5.178,0.0494,3.17,311.96,77.45,99.30
60400,5.255,0.0301,1.22,20.29,108.17,331.75
60400,5.29,0.0329,2.17,228.52,55.28,181.21
60400,5.214,0.0779,7.84,5.44,342.38,132.00
60400,5.252,0.0661,3.17,143.34,227.32,107.50
60400,5.188,0.0756,32.01,23.08,71.76,9.46
60400,5.249,0.0824,25.24,185.14,344.70,307.25
60400,5.24,0.0774,19.34,232.90,72.27,163.43
60400,5.152,0.0989,9.94,71.84,65.67,206.09
60400,5.217,0.0283,3.69,303.19,34.55,116.20
60400,5.293,0.0526,2.16,89.57,307.94,61.98
60400,5.239,0.0909,4.11,132.30,112.03,96.90
60400,5.274,0.0457,6.87,103.61,243.37,322.90
60400,5.243,0.1039,9.90,93.50,228.89,14.40
60400,5.173,0.0585,14.07,197.18,199.33,312.23
60400,5.24,0.0640,7.40,301.43,13.81,19.82
60400,5.206,0.1298,14.54,323.87,322.05,64.73
60400,5.251,0.0693,6.96,202.90,178.11,322.87
60400,5.308,0.0262,3.19,14.51,287.86,29.30
60400,5.311,0.0320,5.33,18.96,252.24,70.00
60400,5.148,0.1067,10.03,95.85,200.38,65.86
60400,5.112,0.0191,25.65,297.18,75.90,353.53
60400,5.129,0.0210,5.54,134.28,124.55,55.01
60400,5.142,0.0194,29.85,28.05,121.20,218.11
60400,5.195,0.0338,9.59,286.64,343.30,46.00
60400,5.171,0.0433,14.38,194.42,264.96,256.25
60400,5.18,0.0105,17.26,61.86,344.12,292.75
60400,5.118,0.0270,5.12,58.21,257.99,45.61
60400,5.212,0.0723,16.82,144.55,266.11,302.86
60400,5.319,0.0853,29.65,82.47,218.35,44.46
60400,5.304,0.0194,5.83,256.47,7.41,92.77
60400,5.231,0.0431,2.87,73.37,210.54,177.94
60400,5.296,0.1083,13.53,116.24,90.47,143.33
60400,5.14,0.0805,21.85,167.66,208.44,98.40
60400,5.314,0.0415,2.27,229.16,167.66,102.41
60400,5.133,0.0820,18.05,187.52,306.78,330.54
60400,5.204,0.1238,4.38,187.22,215.66,57.30
60400,5.157,0.0703,6.56,234.25,159.08,65.67
60400,5.208,0.0778,11.94,81.95,325.92,47.60
60400,5.169,0.0582,21.93,230.00,178.48,60.70
60400,5.174,0.0892,26.25,66.44,221.25,178.98
60400,5.324,0.0308,3.57,152.88,229.71,109.93
60400,5.364,0.0730,3.07,61.16,330.93,94.55
60400,5.238,0.1383,4.84,264.02,103.21,330.56
60400,5.285,0.0565,15.53,195.48,250.86,265.98
60400,5.226,0.1078,24.08,6.53,284.85,51.70
60400,5.289,0.0559,9.82,45.24,281.66,20.21
60400,5.238,0.0750,19.91,323.34,44.36,330.96
60400,5.272,0.0776,27.97,328.91,28.47,356.19
60400,5.242,0.0152,34.48,202.02,336.97,181.75
60400,5.257,0.1285,10.72,50.41,271.32,26.06
60400,5.267,0.0260,15.47,203.78,63.99,93.26
60400,5.222,0.0258,8.30,176.61,229.13,310.69
60400,5.254,0.0195,9.28,319.79,90.97,291.82
60400,5.193,0.0316,17.42,251.98,94.33,9.64
60400,5.187,0.0536,8.53,138.49,170.27,51.11
60400,5.178,0.0698,14.05,134.53,183.98,54.71
60400,5.316,0.0476,15.13,130.99,223.71,1.74
60400,5.123,0.1079,13.68,95.86,357.34,11.28
60400,5.136,0.0477,5.64,119.27,265.89,81.13
60400,5.163,0.1377,22.26,127.40,312.34,19.89
60400,5.304,0.0328,6.93,346.79,44.59,104.79
60400,5.194,0.1630,23.31,319.32,123.09,266.21
60400,5.177,0.0786,22.34,16.90,319.09,350.39
60400,5.253,0.0872,3.44,92.94,21.29,228.84
60400,5.205,0.0878,22.66,141.42,301.66,270.27
60400,5.154,0.0796,3.03,289.32,36.55,37.65
60400,5.244,0.0211,4.75,86.11,296.18,318.12
60400,5.196,0.0273,1.43,258.24,44.08,41.79
60400,5.193,0.0759,3.23,72.42,260.28,32.88
60400,5.284,0.0537,7.65,293.46,50.14,29.87
60400,5.197,0.0725,1.10,348.09,17.25,6.73
60400,5.304,0.0646,1.58,267.82,53.39,50.95
60400,5.088,0.0367,4.59,152.24,313.51,2.38
60400,5.09,0.0671,7.25,130.51,308.50,17.45
60400,5.168,0.0225,4.42,231.98,275.93,306.49
60400,5.073,0.0679,1.99,171.21,195.63,110.29
60400,5.056,0.0595,5.08,134.64,306.10,29.58
60400,5.121,0.0941,8.61,120.43,309.66,29.06
60400,5.116,0.0833,2.64,109.91,336.46,21.38
60400,5.23,0.0747,33.45,137.47,227.25,99.43
60400,5.137,0.0059,10.66,101.24,123.85,248.86
60400,5.15,0.0712,19.66,79.85,151.60,127.45
60400,5.157,0.0513,26.73,48.71,171.20,137.83
60400,5.308,0.0656,16.68,271.97,34.24,43.93
60400,5.221,0.1693,23.09,175.83,163.87,129.82
60400,5.143,0.0584,28.46,186.41,235.41,53.83
60400,5.151,0.0564,7.72,53.74,188.01,94.65
60400,5.234,0.0566,9.08,345.46,185.51,183.49
60400,5.172,0.0999,14.56,342.08,59.62,320.99
60400,5.335,0.0491,5.18,257.75,95.15,15.73
